,player_name,offense_est,defense_est,total_est,rank
115,Jakob Poeltl,-0.14378743756230897,1.0336930553574148,0.8899056177951059,122
103,Chris Paul,0.6911375152743832,0.15377413276041002,0.8449116480347931,123
168,Miles McBride,0.26296302334051413,0.5699364302216914,0.8328994535622055,124
260,Ryan Rollins,0.10804843485476337,0.7200665026172695,0.8281149374720328,125
171,Marcus Smart,0.27659015948540844,0.533462329097942,0.8100524885833504,126
57,De'Andre Hunter,1.3713810198427425,-0.5652382639724509,0.8061427558702916,127
33,De'Aaron Fox,1.3584214482684744,-0.5562586642964421,0.8021627839720323,128
120,Gary Payton II,0.0436255421550778,0.7534132205994432,0.797038762754521,129
128,Gui Santos,-0.361793093042733,1.155126043322916,0.793332950280183,130
267,Kel'el Ware,-0.5537898154932908,1.3422367201616727,0.788446904668382,131
199,Kevin Porter Jr.,0.41295827013392805,0.3721651103106435,0.7851233804445715,132
375,Ajay Mitchell,0.10123111057057874,0.680714988951104,0.7819460995216828,133
44,DeMar DeRozan,1.411326502720734,-0.6373698255717808,0.7739566771489532,134
119,Max Strus,0.5638183984630026,0.19255965354627044,0.7563780520092731,135
210,Robert Williams III,-1.5311192512540366,2.251242025485135,0.7201227742310983,136
80,Tobias Harris,0.07727700253036993,0.6320378081626361,0.7093148106930061,137
72,Malik Beasley,1.2857036394449772,-0.5790006606576251,0.7067029787873521,138
137,Isaac Okoro,-0.17929122014707924,0.8859161894320149,0.7066249692849357,139
99,Luke Kennard,0.8323520415402018,-0.13956746290690017,0.6927845786333017,140
75,Immanuel Quickley,1.742510003441,-1.087860404655481,0.654649598785519,141
46,Deni Avdija,0.8258287884965222,-0.20590310299718448,0.6199256854993377,142
84,Monte Morris,0.5023035504588403,0.11380221936064447,0.6161057698194848,143
248,Devin Carter,-0.6071770562145125,1.2147911930401176,0.6076141368256052,144
58,Malik Monk,0.784957888751181,-0.19479823510732544,0.5901596536438556,145
268,Clint Capela,-0.5662364679996426,1.136439893068464,0.5702034250688215,146
266,Trayce Jackson-Davis,-0.04218908245009437,0.5904121398169758,0.5482230573668815,147
81,Jalen Green,1.0221379155496038,-0.4767609729636365,0.5453769425859673,148
335,Ousmane Dieng,-0.44392921796114726,0.9878437595805126,0.5439145416193654,149
198,Richaun Holmes,0.2938558102050458,0.24379312046655036,0.5376489306715961,150
45,Sam Hauser,0.5563973242964477,-0.02192256285192809,0.5344747614445197,151
132,Derrick Jones Jr.,-0.14393395744401608,0.6759152785361747,0.5319813210921587,152
208,Collin Gillespie,0.5561460068258344,-0.03173813014114818,0.5244078766846862,153
290,Jarred Vanderbilt,-1.3304248864899537,1.8518105107879037,0.52138562429795,154
149,Keon Ellis,-0.38669785730376516,0.8972939202733542,0.510596062969589,155
310,Bol Bol,0.29018057799560726,0.2203474583958044,0.5105280363914116,156
229,Andrew Nembhard,0.086656087824489,0.4086129857321841,0.49526907355667305,157
294,Thomas Bryant,-0.11993395622404976,0.6092584079306471,0.48932445170659733,158
10,Devin Booker,1.9015347084290515,-1.4221530877190547,0.4793816207099968,159
249,Jake LaRavia,-0.4281215096461556,0.9046672645108879,0.4765457548647323,160
213,Jabari Smith Jr.,-0.18568904629396246,0.6441862621289711,0.4584972158350087,161
366,Mark Williams,0.6050027042505407,-0.152849892274913,0.45215281197562773,162
256,Jalen Suggs,0.03097065140078195,0.40138275846908367,0.4323534098698656,163
50,Obi Toppin,0.8192963277582066,-0.3904536528523067,0.4288426749058999,164
24,LaMelo Ball,1.641735260513104,-1.2172237985079593,0.42451146200514467,165
224,Marcus Sasser,0.6178405548745217,-0.19583056376836258,0.4220099911061591,166
220,Moses Moody,0.16599974441043205,0.25089953551991284,0.4168992799303449,167
51,Zach LaVine,1.7029921641386672,-1.2894350041337093,0.4135571600049579,168
285,Donovan Clingan,-1.9103812112603153,2.323299183984587,0.4129179727242718,169
123,P.J. Washington,-0.3743941022548465,0.7870062131910865,0.41261211093624006,170
424,Brook Lopez,-0.36203902965862955,0.7565790782453347,0.3945400485867051,171
223,Jonathan Kuminga,0.49465326934762177,-0.10360867630706636,0.3910445930405554,172
139,Buddy Hield,0.3207580637351499,0.04610244397080496,0.3668605077059549,173
370,Quinten Post,0.1915024724050369,0.1551038031599314,0.3466062755649683,174
160,Jaden McDaniels,-0.5688141532002344,0.9107373443843111,0.34192319118407666,175
79,Tre Jones,0.4264892420179819,-0.08908315455727364,0.3374060874607082,176
91,Mikal Bridges,0.5414925836746757,-0.20621757397180532,0.3352750097028704,177
108,Cam Whitmore,0.36479265881994327,-0.04427499074004926,0.320517668079894,178
453,Jaxson Hayes,-0.6076865788812832,0.9247869375156529,0.3171003586343697,179
140,Nickeil Alexander-Walker,0.07980848261097093,0.23726918329373228,0.3170776659047032,180
316,Mason Plumlee,-0.8431836237025759,1.157587075022901,0.314403451320325,181
328,Quenton Jackson,0.048244402877957865,0.2647966350062446,0.31304103788420246,182
73,D'Angelo Russell,0.5072875729219347,-0.20718089390569291,0.3001066790162418,183
458,Kyle Anderson,-0.5587151106468559,0.8521294630337948,0.2934143523869389,184
358,Jaylen Clark,-0.606935064848079,0.8721541521806271,0.26521908733254806,185
245,Russell Westbrook,-0.045095209131862796,0.2856335959665489,0.24053838683468612,186
315,Baylor Scheierman,-0.4909308987072517,0.7292964871602696,0.23836558845301792,187
308,Andrew Wiggins,0.49532679860762285,-0.2748844963573408,0.22044230225028205,188
188,Talen Horton-Tucker,0.48835014536314014,-0.27363154495673014,0.21471860040641,189
226,Aaron Holiday,0.3621701049064051,-0.1727928410823342,0.1893772638240709,190
53,Cameron Johnson,1.2384520626975017,-1.072326865687805,0.16612519700969663,191
96,Dorian Finney-Smith,-0.4137134508332543,0.5571773092309873,0.143463858397733,192
36,Coby White,1.2998485633835022,-1.1745644108189768,0.1252841525645254,193
105,Paul George,-0.014158469488704167,0.1377698641079844,0.12361139461928022,194
421,Jabari Walker,-0.45087308286983185,0.5620014689830231,0.1111283861131912,195
146,Rui Hachimura,0.058760328921246135,0.043750220378436205,0.10251054929968234,196
443,Zach Collins,-0.4050805286322674,0.4632074646687593,0.05812693603649188,197
396,Nicolas Batum,-0.8190788234006389,0.863881879375266,0.04480305597462708,198
63,Kevin Huerter,-0.14959317864272983,0.19159808461047564,0.04200490596774581,199
422,Johnny Furphy,-1.3039631184080471,1.3206382652178077,0.016675146809760566,200
270,Kai Jones,-0.37249694274038125,0.36017140233345546,-0.012325540406925795,201
93,Miles Bridges,0.6986263429605722,-0.7124336988012366,-0.013807355840664393,202
352,Bennedict Mathurin,0.36633311337505636,-0.3825088678058709,-0.016175754430814537,203
362,Delon Wright,-1.1433911987334822,1.1175556934274804,-0.02583550530600176,204
402,Cory Joseph,-0.3930851159789718,0.32488987249365664,-0.06819524348531514,205
228,Nikola Jovic,0.14871229811138856,-0.2877317328172042,-0.13901943470581565,206
300,Jae'Sean Tate,-0.9854331399683771,0.8337616685310513,-0.15167147143732584,207
172,Tyus Jones,0.5785412335354945,-0.736255090871357,-0.15771385733586252,208
177,RJ Barrett,0.771457643834493,-0.9302736604822478,-0.1588160166477548,209
449,Dillon Jones,-1.1177453302246838,0.9429255414803083,-0.17481978874437554,210
77,Gary Trent Jr.,0.1795265655271224,-0.3661341034571698,-0.1866075379300474,211
70,Bogdan Bogdanovic,-0.018450527918255882,-0.18377201820893022,-0.2022225461271861,212
69,Harrison Barnes,0.6275278898482889,-0.8585683807811351,-0.23104049093284618,213
156,Grant Williams,-0.7081783120946594,0.46123113504240176,-0.24694717705225766,214
197,Cole Anthony,-0.3022600727764352,0.04347315548187737,-0.25878691729455783,215
470,Isaiah Stewart,-1.6748221908392145,1.415179865206362,-0.2596423256328524,216
227,Jonas Valanciunas,-0.11336938633484409,-0.1570774052538653,-0.2704467915887094,217
76,Grayson Allen,0.2891153592292818,-0.5639755719058538,-0.274860212676572,218
336,Dominick Barlow,-0.9280796421395272,0.6489021703221398,-0.2791774718173874,219
180,Walker Kessler,-1.4981990225124104,1.187651033327788,-0.31054798918462234,220
122,Dejounte Murray,-0.036663655283232593,-0.2816412307060412,-0.31830488598927376,221
414,Wendell Carter Jr.,-0.9293548618816609,0.6066202752459195,-0.3227345866357414,222
151,Moussa Diabate,-1.112125609526622,0.7880572202778765,-0.3240683892487456,223
124,Jaylen Wells,-0.06585309025215794,-0.25949329558388545,-0.32534638583604336,224
78,Cam Thomas,1.633973930087574,-1.9630344061161706,-0.32906047602859667,225
365,Dalano Banton,-0.37638210627307833,0.045345780873746674,-0.33103632539933164,226
367,Jordan Goodwin,-1.2331168991762809,0.8945104776364875,-0.33860642153979337,227
490,Precious Achiuwa,-1.4989472894053122,1.158460469506436,-0.3404868198988762,228
164,Julian Champagnie,-0.17741577637110217,-0.1756182241076,-0.35303400047870215,229
113,Georges Niang,0.05964911433115147,-0.41980694142476394,-0.36015782709361244,230
176,Naji Marshall,0.167773699227278,-0.536540611707785,-0.36876691248050697,231
361,Jalen Pickett,-0.22037756623073493,-0.19324547183314214,-0.41362303806387707,232
244,Jeremy Sochan,-0.4849869714331341,0.0486302316628309,-0.4363567397703032,233
274,Matas Buzelis,-0.7473682006787058,0.3062612300603712,-0.4411069706183346,234
291,Ben Simmons,-0.7623864730210886,0.29603887188945766,-0.466347601131631,235
117,Quentin Grimes,0.3475938815436276,-0.8456445286753856,-0.49805064713175806,236
161,Jared McCain,0.8274459127299757,-1.3472574204967336,-0.5198115077667579,237
374,A.J. Green,-0.2153924081062,-0.31245688050983145,-0.5278492886160314,238
486,Anthony Black,-0.8909214608620138,0.3564878269006684,-0.5344336339613455,239
218,Trey Lyles,-0.7542846817129714,0.21389065156374887,-0.5403940301492225,240
240,Gary Harris,-1.2843406317600394,0.7389954560627155,-0.5453451756973239,241
364,Keaton Wallace,-0.8741094614450705,0.32763281599569116,-0.5464766454493794,242
201,Dennis Schroder,0.1914840386821224,-0.7386861436397206,-0.5472021049575982,243
251,Landry Shamet,-0.2636700452465739,-0.291399160388621,-0.5550692056351949,244
181,Keegan Murray,-0.8421732677738555,0.27631834888723716,-0.5658549188866183,245
503,Blake Wesley,-0.8434191040560469,0.2748295064666213,-0.5685895975894256,246
31,Lauri Markkanen,0.5171738583591834,-1.0899695022069624,-0.572795643847779,247
287,AJ Lawson,-0.1963230166419024,-0.384845728411911,-0.5811687450538134,248
141,Klay Thompson,0.10392520083650372,-0.6854354250924203,-0.5815102242559166,249
90,Shaedon Sharpe,0.36312489402444215,-0.9484823503454772,-0.5853574563210351,250
522,DeAndre Jordan,-1.499333374864941,0.9095930012113673,-0.5897403736535736,251
292,Deandre Ayton,-0.7059804184180587,0.1103711878822646,-0.5956092305357941,252
166,Duncan Robinson,0.29884883501582604,-0.9015521312213461,-0.6027032962055201,253
262,Devin Vassell,-0.03326571193005426,-0.5742666456988912,-0.6075323576289454,254
233,Trey Murphy III,0.6301834608987514,-1.2391128595050047,-0.6089293986062533,255
217,Kelly Olynyk,-0.6109757799819882,0.00030774546937620273,-0.610668034512612,256
211,Dillon Brooks,-0.327687633010488,-0.2857826286953622,-0.6134702617058502,257
230,Scoot Henderson,-0.10068671626535156,-0.5203575590808425,-0.621044275346194,258
247,Jaime Jaquez Jr.,-0.5465027469100906,-0.07875972781792268,-0.6252624747280133,259
242,Jared Butler,0.21010056848363315,-0.8610965560934732,-0.6509959876098401,260
231,Jaden Ivey,0.20085356158300946,-0.8657354823329274,-0.6648819207499179,261
377,Jaden Springer,-1.2259103708463146,0.5590442824224823,-0.6668660884238323,262
207,Toumani Camara,-1.0067160779595408,0.3383432912064387,-0.6683727867531021,263
111,Herbert Jones,-1.1011415312539687,0.4126142319045093,-0.6885272993494594,264
143,Keldon Johnson,0.05465478383386643,-0.7483350728870587,-0.6936802890531922,265
112,Anfernee Simons,0.7723571011569644,-1.4693635529929217,-0.6970064518359572,266
508,Peyton Watson,-1.4580916865414382,0.7537348817232822,-0.704356804818156,267
302,Vit Krejci,-0.30947921235167564,-0.39996430075177236,-0.709443513103448,268
221,Julian Phillips,-0.9695586309433754,0.2597939221187758,-0.7097647088245995,269
202,Kentavious Caldwell-Pope,-0.8441176572420513,0.10563565012243487,-0.7384820071196165,270
155,Guerschon Yabusele,-0.43890822280535746,-0.30849205016467507,-0.7474002729700325,271
273,Cody Martin,-1.390778977922583,0.6427777153875212,-0.7480012625350618,272
206,Spencer Dinwiddie,0.046176730695261986,-0.8003836461178865,-0.7542069154226245,273
239,Jock Landale,-0.9369206800268844,0.17307750994542018,-0.7638431700814643,274
144,Jose Alvarado,-0.24873799853462283,-0.530187827497019,-0.7789258260316418,275
313,Terrence Shannon Jr.,-0.530864420031842,-0.2508765409788184,-0.7817409610106604,276
257,Jeff Dowtin,-0.14140948199616563,-0.6715256999725016,-0.8129351819686672,277
311,Garrison Mathews,-0.1529104766885944,-0.6718934048569292,-0.8248038815455235,278
296,Jordan Walsh,-1.843981279996162,1.0057838428404722,-0.8381974371556897,279
318,Jusuf Nurkic,-1.2907840838661608,0.45183175307249335,-0.8389523307936675,280
382,Haywood Highsmith,-1.2630154457065499,0.41180937999310896,-0.8512060657134409,281
189,Royce O'Neale,-0.5958922592360613,-0.2678635625095912,-0.8637558217456525,282
406,Larry Nance Jr.,-0.5649485269931628,-0.3087507245041854,-0.8736992514973482,283
321,Pat Connaughton,-0.55640347679237,-0.3221519216828761,-0.8785553984752461,284
515,Zeke Nnaji,-1.9802481842706134,1.0795353160568866,-0.9007128682137269,285
340,Simone Fontecchio,-0.7582063727714037,-0.1427537958714388,-0.9009601686428425,286
286,Pelle Larsson,-1.0173957570990504,0.10094057329814929,-0.9164551838009011,287
289,Adem Bona,-1.7267772982386767,0.7947975779108877,-0.931979720327789,288
452,Christian Koloko,-1.705117762246361,0.7683919139675587,-0.9367258482788022,289
118,Stephon Castle,-0.07366558590572439,-0.8686871260703215,-0.9423527119760459,290
126,Tim Hardaway Jr.,-0.11362149136012384,-0.8345411626541984,-0.9481626540143222,291
376,Lindy Waters III,-1.0233035572896145,0.06886763050426883,-0.9544359267853457,292
478,Kyle Lowry,-1.1170692707226233,0.16108268518091276,-0.9559865855417106,293
322,Rob Dillingham,-0.5868488113104786,-0.37016206348507985,-0.9570108747955585,294
333,Vince Williams Jr.,-0.9791312602606727,0.013926459526383522,-0.9652048007342892,295
278,Craig Porter,-0.7925588792620956,-0.17568664379353244,-0.9682455230556279,296
195,Justin Champagnie,-1.070201653210927,0.08996627955939582,-0.9802353736515312,297
62,CJ McCollum,0.44040908730724004,-1.433092174232681,-0.9926830869254409,298
281,Brandon Miller,-0.043402062261559265,-0.9564336259641618,-0.9998356882257211,299
378,Karlo Matkovic,-1.3742012389999074,0.3724933118061451,-1.0017079271937623,300
332,Tristan Vukcevic,-0.18127421993500184,-0.8253443006173558,-1.0066185205523577,301
304,Max Christie,-0.6936053804822243,-0.3132126590019727,-1.006818039484197,302
55,Collin Sexton,0.7843636451232563,-1.7959375696018622,-1.011573924478606,303
408,Brandon Boston Jr.,-0.6774684916545396,-0.34869815242384683,-1.0261666440783865,304
258,Ronald Holland II,-0.9298474223811066,-0.12364634921242432,-1.0534937715935309,305
134,Dalton Knecht,0.0019492254712554224,-1.0560981427235325,-1.054148917252277,306
282,Zaccharie Risacher,-0.5382179874477216,-0.5249040998672119,-1.0631220873149334,307
462,Jarace Walker,-1.025276864821763,-0.044511927728273365,-1.0697887925500362,308
398,Reed Sheppard,-1.4754018983918322,0.4053304577105338,-1.0700714406812986,309
265,Kelly Oubre Jr.,-0.8827570188979549,-0.21894532413246418,-1.1017023430304191,310
241,Davion Mitchell,-0.809520181428939,-0.29342988517098756,-1.1029500665999266,311
423,Charles Bassey,-1.9701798300536864,0.8371477726198125,-1.1330320574338737,312
346,Jaylon Tyson,-1.0727709367545748,-0.07072200228691555,-1.1434929390414903,313
417,Trendon Watford,-0.5464917126899602,-0.6145036906081567,-1.160995403298117,314
131,Bradley Beal,-0.06275352198154197,-1.108272741050936,-1.1710262630324781,315
439,Oso Ighodaro,-1.5027232047691046,0.32160641033089576,-1.1811167944382088,316
212,Duop Reath,-0.9390398602002787,-0.2551708317060086,-1.1942106919062874,317
163,Jordan Poole,0.652747163612754,-1.8481833855127023,-1.1954362218999484,318
325,Taurean Prince,-0.888234668211492,-0.3121085138117655,-1.2003431820232575,319
500,Olivier-Maxence Prosper,-1.1845971818912202,-0.018314262662207065,-1.2029114445534272,320
186,Malcolm Brogdon,0.254651039389145,-1.4766045215703645,-1.2219534821812195,321
297,Ja'Kobe Walter,-0.9417583851085743,-0.3228082697655833,-1.2645666548741576,322
444,Nick Richards,-1.090554672452,-0.18547109975042878,-1.2760257722024289,323
468,Tosan Evbuomwan,-1.0478418804030853,-0.23135835551531161,-1.279200235918397,324
373,Patty Mills,-0.8429558380764063,-0.44649654602697164,-1.2894523841033778,325
243,Doug McDermott,-0.140580772934803,-1.1519606729572123,-1.2925414458920153,326
280,Eric Gordon,-0.6248994040661953,-0.6721954843341899,-1.2970948884003852,327
480,Malaki Branham,-0.08347034014684065,-1.226005570030841,-1.3094759101776816,328
450,Trevelin Queen,-1.654518937944706,0.33960606610678745,-1.3149128718379186,329
109,Terance Mann,-0.9019556384527024,-0.4328135216814739,-1.3347691601341762,330
431,David Roddy,-1.022963995335522,-0.36471518334126307,-1.3876791786767853,331
101,Jordan Clarkson,0.1789400142417644,-1.568463752613316,-1.3895237383715517,332
200,Dante Exum,-0.24112296888815496,-1.156550464233426,-1.3976734331215808,333
509,Jeff Green,-0.1703783078195616,-1.2294393632091871,-1.3998176710287487,334
405,Kris Murray,-1.739329980388769,0.31228247662601216,-1.4270475037627568,335
415,Amir Coffey,-0.44587336902707453,-0.98239300056702,-1.4282663695940945,336
83,Brandon Ingram,0.09026874719243391,-1.5197704373811278,-1.4295016901886939,337
192,Javonte Green,-1.752983942876295,0.3137311965952376,-1.4392527462810574,338
427,Torrey Craig,-1.459974970586713,-0.006996921640939596,-1.4669718922276527,339
263,Ricky Council IV,-0.771712250515553,-0.7040713482311713,-1.4757835987467245,340
385,Terry Rozier,-0.7504227361698409,-0.7277931356800477,-1.4782158718498886,341
493,Nicolas Claxton,-1.7530469430788498,0.2747001060479356,-1.478346837030914,342
